lineage	month	lineage_counts_covspectrum	lineage_counts_genbank	total_counts_covspectrum	total_counts_genbank	monthly_frequency_covspectrum	monthly_frequency_genbank
B.1.177.58	2020-11	225	209	66976	55791	0.00336	0.00375
B.1.177.65	2020-11	244	207	66976	55791	0.00364	0.00371
B.1.595	2020-11	240	186	66976	55791	0.00358	0.00333
B.1.582	2020-11	191	184	66976	55791	0.00285	0.0033
B.1.351	2020-11	219	26	66976	55791	0.00327	0.000466
B.1.1.198	2020-11	213	109	66976	55791	0.00318	0.00195
B.1.361	2020-11	201	169	66976	55791	0.003	0.00303
B.1.1.434	2020-11	177	168	66976	55791	0.00264	0.00301
B.1.177.26	2020-11	201	74	66976	55791	0.003	0.00133
C.30	2020-11	187	166	66976	55791	0.00279	0.00298
B.1.429	2020-11	194	134	66976	55791	0.0029	0.0024
B.1.177.11	2020-11	191	160	66976	55791	0.00285	0.00287
B.1.177.5	2020-11	192	122	66976	55791	0.00287	0.00219
B.1.160.33	2020-11	182	155	66976	55791	0.00272	0.00278
B.1.36.39	2020-11	173	152	66976	55791	0.00258	0.00272
B.1.311	2020-11	173	145	66976	55791	0.00258	0.0026
B.1.160.16	2020-11	174	144	66976	55791	0.0026	0.00258
B.1.177.55	2020-11	155	144	66976	55791	0.00231	0.00258
B.1.177.81	2020-11	163	144	66976	55791	0.00243	0.00258
B.1.609	2020-11	165	134	66976	55791	0.00246	0.0024
B.1.177.10	2020-11	142	137	66976	55791	0.00212	0.00246
B.1.177.30	2020-11	163	114	66976	55791	0.00243	0.00204
B.1.160.30	2020-11	161	86	66976	55791	0.0024	0.00154
B.1.232	2020-11	151	131	66976	55791	0.00225	0.00235
B.1.36	2020-11	157	131	66976	55791	0.00234	0.00235
B.1.258.7	2020-11	150	95	66976	55791	0.00224	0.0017
B.1.239	2020-11	143	117	66976	55791	0.00214	0.0021
B.1.509	2020-11	134	116	66976	55791	0.002	0.00208
B.1.1.316	2020-11	135	114	66976	55791	0.00202	0.00204
B.1.177.48	2020-11	114	111	66976	55791	0.0017	0.00199
B.1.1.186	2020-11	122	110	66976	55791	0.00182	0.00197
B.1.1.1	2020-11	130	107	66976	55791	0.00194	0.00192
B.1.241	2020-11	126	106	66976	55791	0.00188	0.0019
B.1.177.2	2020-11	116	104	66976	55791	0.00173	0.00186
B.1.1.416	2020-11	112	101	66976	55791	0.00167	0.00181
B.1.280	2020-11	121	88	66976	55791	0.00181	0.00158
B.1.258.3	2020-11	119	68	66976	55791	0.00178	0.00122
B.1.36.9	2020-11	108	98	66976	55791	0.00161	0.00176
B.1.349	2020-11	99	94	66976	55791	0.00148	0.00168
B.1.1.269	2020-11	112	61	66976	55791	0.00167	0.00109
B.1.177.23	2020-11	112	80	66976	55791	0.00167	0.00143
B.1.561	2020-11	91	93	66976	55791	0.00136	0.00167
B.1.399	2020-11	110	78	66976	55791	0.00164	0.0014
B.1.1.464	2020-11	106	82	66976	55791	0.00158	0.00147
B.1.362.2	2020-11	90	86	66976	55791	0.00134	0.00154
B.1.1.312	2020-11	84	85	66976	55791	0.00125	0.00152
B.1.258.4	2020-11	101	45	66976	55791	0.00151	0.000807
B.1.1.240	2020-11	98	84	66976	55791	0.00146	0.00151
B.1.1.170	2020-11	97	81	66976	55791	0.00145	0.00145
B.1.110.3	2020-11	89	80	66976	55791	0.00133	0.00143
B.1.221.1	2020-11	89	80	66976	55791	0.00133	0.00143
B.1.177.82	2020-11	75	78	66976	55791	0.00112	0.0014
B.1.346	2020-11	91	78	66976	55791	0.00136	0.0014
B.1.396	2020-11	93	78	66976	55791	0.00139	0.0014
B.1.1.70	2020-11	93	63	66976	55791	0.00139	0.00113
B.1.139	2020-11	93	71	66976	55791	0.00139	0.00127
B.1.426	2020-11	82	77	66976	55791	0.00122	0.00138
B.1.549	2020-11	89	75	66976	55791	0.00133	0.00134
B.1.324	2020-11	90	69	66976	55791	0.00134	0.00124
B.1.265	2020-11	85	74	66976	55791	0.00127	0.00133
B.1.177.52	2020-11	76	72	66976	55791	0.00113	0.00129
B.1.160.14	2020-11	85	24	66976	55791	0.00127	0.00043
B.1.1.362	2020-11	84	66	66976	55791	0.00125	0.00118
B.1.1.277	2020-11	82	52	66976	55791	0.00122	0.000932
B.1.1.196	2020-11	73	68	66976	55791	0.00109	0.00122
B.1.36.28	2020-11	76	68	66976	55791	0.00113	0.00122
B.1.1.453	2020-11	81	63	66976	55791	0.00121	0.00113
B.1.1.286	2020-11	79	66	66976	55791	0.00118	0.00118
W.3	2020-11	72	64	66976	55791	0.00108	0.00115
B.1.160.32	2020-11	76	48	66976	55791	0.00113	0.00086
B.1.363	2020-11	76	55	66976	55791	0.00113	0.000986
B.1.404	2020-11	76	59	66976	55791	0.00113	0.00106
B.1.1.432	2020-11	75	53	66976	55791	0.00112	0.00095
B.1.523	2020-11	72	62	66976	55791	0.00108	0.00111
B.1.416.1	2020-11	74	56	66976	55791	0.0011	0.001
B.1.126	2020-11	68	61	66976	55791	0.00102	0.00109
B.1.235	2020-11	68	61	66976	55791	0.00102	0.00109
B.1.1.337	2020-11	72	46	66976	55791	0.00108	0.000825
B.1.36.1	2020-11	71	56	66976	55791	0.00106	0.001
B.1.564	2020-11	71	0	66976	55791	0.00106	0
B.1.409	2020-11	62	58	66976	55791	0.000926	0.00104
B.1.471	2020-11	64	58	66976	55791	0.000956	0.00104
B.1.160.23	2020-11	69	46	66976	55791	0.00103	0.000825
Z.1	2020-11	68	57	66976	55791	0.00102	0.00102
B.1.596	2020-11	66	53	66976	55791	0.000985	0.00095
B.1.570	2020-11	65	46	66976	55791	0.00097	0.000825
B.1.610	2020-11	65	54	66976	55791	0.00097	0.000968
B.1.1.301	2020-11	52	53	66976	55791	0.000776	0.00095
B.1.1.33	2020-11	63	50	66976	55791	0.000941	0.000896
B.1.36.7	2020-11	46	52	66976	55791	0.000687	0.000932
B.1.236	2020-11	61	48	66976	55791	0.000911	0.00086
B.1.517	2020-11	54	50	66976	55791	0.000806	0.000896
B.1.177.63	2020-11	59	39	66976	55791	0.000881	0.000699
B.1.1.236	2020-11	53	49	66976	55791	0.000791	0.000878
B.1.177.43	2020-11	56	49	66976	55791	0.000836	0.000878
B.1.1.294	2020-11	57	42	66976	55791	0.000851	0.000753
B.1.612	2020-11	57	0	66976	55791	0.000851	0
B.1.1.303	2020-11	49	47	66976	55791	0.000732	0.000842
B.1.177.33	2020-11	54	47	66976	55791	0.000806	0.000842
B.1.1.28	2020-11	56	38	66976	55791	0.000836	0.000681
B.1.1.153	2020-11	50	46	66976	55791	0.000747	0.000825
B.1.381	2020-11	46	46	66976	55791	0.000687	0.000825
B.1.1.255	2020-11	39	45	66976	55791	0.000582	0.000807
B.1.577	2020-11	47	45	66976	55791	0.000702	0.000807
B.1.1.214	2020-11	38	43	66976	55791	0.000567	0.000771
B.1.258.12	2020-11	51	37	66976	55791	0.000761	0.000663
B.1.258.5	2020-11	51	27	66976	55791	0.000761	0.000484
B.1.160.26	2020-11	48	41	66976	55791	0.000717	0.000735
B.1.367	2020-11	49	41	66976	55791	0.000732	0.000735
B.1.1.138	2020-11	43	40	66976	55791	0.000642	0.000717
B.1.1.241	2020-11	48	26	66976	55791	0.000717	0.000466
B.1.599	2020-11	47	32	66976	55791	0.000702	0.000574
B.1.1.204	2020-11	42	38	66976	55791	0.000627	0.000681
K.2	2020-11	38	37	66976	55791	0.000567	0.000663
B.1.1.304	2020-11	40	36	66976	55791	0.000597	0.000645
B.1.532	2020-11	36	36	66976	55791	0.000538	0.000645
B.1.530	2020-11	43	32	66976	55791	0.000642	0.000574
B.1.1.231	2020-11	37	35	66976	55791	0.000552	0.000627
B.1.541	2020-11	40	35	66976	55791	0.000597	0.000627
B.1.588	2020-11	41	35	66976	55791	0.000612	0.000627
B.1.1.67	2020-11	40	31	66976	55791	0.000597	0.000556
B.1.567	2020-11	39	33	66976	55791	0.000582	0.000591
B.1.160.15	2020-11	39	27	66976	55791	0.000582	0.000484
B.1.160.20	2020-11	39	29	66976	55791	0.000582	0.00052
B.1.1.309	2020-11	38	29	66976	55791	0.000567	0.00052
B.1.1.329	2020-11	33	31	66976	55791	0.000493	0.000556
B.1.401	2020-11	33	31	66976	55791	0.000493	0.000556
B.1.375	2020-11	37	26	66976	55791	0.000552	0.000466
B.1.1.207	2020-11	32	30	66976	55791	0.000478	0.000538
B.1.377	2020-11	36	16	66976	55791	0.000538	0.000287
B.1.1.192	2020-11	35	20	66976	55791	0.000523	0.000358
P.2	2020-11	28	29	66976	55791	0.000418	0.00052
B.1.1.297	2020-11	34	18	66976	55791	0.000508	0.000323
B.1.1.165	2020-11	28	28	66976	55791	0.000418	0.000502
B.1.160.29	2020-11	33	23	66976	55791	0.000493	0.000412
B.1.36.2	2020-11	33	1	66976	55791	0.000493	1.79e-05
B.1.436	2020-11	33	25	66976	55791	0.000493	0.000448
B.1.298	2020-11	25	27	66976	55791	0.000373	0.000484
B.1.3	2020-11	30	27	66976	55791	0.000448	0.000484
B.1.453	2020-11	32	19	66976	55791	0.000478	0.000341
B.1.1.372	2020-11	25	26	66976	55791	0.000373	0.000466
B.1.558	2020-11	27	26	66976	55791	0.000403	0.000466
B.1.1.189	2020-11	31	22	66976	55791	0.000463	0.000394
B.1.337	2020-11	31	25	66976	55791	0.000463	0.000448
AK.1	2020-11	30	25	66976	55791	0.000448	0.000448
B.1.1.368	2020-11	14	25	66976	55791	0.000209	0.000448
B.1.306	2020-11	29	25	66976	55791	0.000433	0.000448
B.1.427	2020-11	28	25	66976	55791	0.000418	0.000448
B.1.221.2	2020-11	30	0	66976	55791	0.000448	0
B.1.336	2020-11	24	24	66976	55791	0.000358	0.00043
B.1.433	2020-11	27	24	66976	55791	0.000403	0.00043
B.1.443	2020-11	28	24	66976	55791	0.000418	0.00043
B.1.1.284	2020-11	13	23	66976	55791	0.000194	0.000412
B.1.177.84	2020-11	27	22	66976	55791	0.000403	0.000394
B.1.1.12	2020-11	21	22	66976	55791	0.000314	0.000394
B.1.36.10	2020-11	22	22	66976	55791	0.000328	0.000394
B.1.460	2020-11	22	22	66976	55791	0.000328	0.000394
B.1.602	2020-11	26	21	66976	55791	0.000388	0.000376
B.1.1.234	2020-11	23	21	66976	55791	0.000343	0.000376
B.1.568	2020-11	24	21	66976	55791	0.000358	0.000376
C.35	2020-11	24	21	66976	55791	0.000358	0.000376
B.1.1.228	2020-11	25	9	66976	55791	0.000373	0.000161
B.1.1.429	2020-11	25	16	66976	55791	0.000373	0.000287
B.1.1.265	2020-11	21	20	66976	55791	0.000314	0.000358
B.1.1.382	2020-11	22	20	66976	55791	0.000328	0.000358
B.1.423	2020-11	24	20	66976	55791	0.000358	0.000358
B.1.591	2020-11	22	20	66976	55791	0.000328	0.000358
B.1.305	2020-11	24	12	66976	55791	0.000358	0.000215
B.1.448	2020-11	24	18	66976	55791	0.000358	0.000323
B.1.1.518	2020-11	23	6	66976	55791	0.000343	0.000108
B.1.177.75	2020-11	23	13	66976	55791	0.000343	0.000233
B.1.474	2020-11	23	16	66976	55791	0.000343	0.000287
B.1.1.128	2020-11	16	19	66976	55791	0.000239	0.000341
B.1.1.25	2020-11	21	19	66976	55791	0.000314	0.000341
B.1.1.317	2020-11	17	19	66976	55791	0.000254	0.000341
B.1.1.397	2020-11	19	19	66976	55791	0.000284	0.000341
B.1.1.44	2020-11	19	19	66976	55791	0.000284	0.000341
B.1.177.3	2020-11	21	19	66976	55791	0.000314	0.000341
B.1.425	2020-11	17	19	66976	55791	0.000254	0.000341
B.1.8	2020-11	19	19	66976	55791	0.000284	0.000341
B.1.1.521	2020-11	22	18	66976	55791	0.000328	0.000323
B.1.1.274	2020-11	21	18	66976	55791	0.000314	0.000323
B.1.550	2020-11	20	18	66976	55791	0.000299	0.000323
B.1.551	2020-11	16	18	66976	55791	0.000239	0.000323
AS.1	2020-11	21	12	66976	55791	0.000314	0.000215
B.1.160.12	2020-11	21	14	66976	55791	0.000314	0.000251
AS.2	2020-11	17	17	66976	55791	0.000254	0.000305
B.1.1.487	2020-11	17	17	66976	55791	0.000254	0.000305
B.1.177.60	2020-11	20	17	66976	55791	0.000299	0.000305
B.1.539	2020-11	11	17	66976	55791	0.000164	0.000305
B.1.597	2020-11	10	17	66976	55791	0.000149	0.000305
B.1.1.50	2020-11	20	16	66976	55791	0.000299	0.000287
B.1.1.216	2020-11	15	16	66976	55791	0.000224	0.000287
B.1.1.308	2020-11	17	16	66976	55791	0.000254	0.000287
B.1.160.10	2020-11	18	16	66976	55791	0.000269	0.000287
B.1.408	2020-11	17	16	66976	55791	0.000254	0.000287
B.1.480	2020-11	19	16	66976	55791	0.000284	0.000287
B	2020-11	19	7	66976	55791	0.000284	0.000125
B.1.1.291	2020-11	19	11	66976	55791	0.000284	0.000197
B.1.177.77	2020-11	19	12	66976	55791	0.000284	0.000215
B.1.1.139	2020-11	11	15	66976	55791	0.000164	0.000269
B.1.1.232	2020-11	17	15	66976	55791	0.000254	0.000269
B.1.1.371	2020-11	18	15	66976	55791	0.000269	0.000269
B.1.177.21	2020-11	15	15	66976	55791	0.000224	0.000269
B.1.36.16	2020-11	15	15	66976	55791	0.000224	0.000269
B.1.258.6	2020-11	18	7	66976	55791	0.000269	0.000125
B.1.36.8	2020-11	18	13	66976	55791	0.000269	0.000233
B.1.131	2020-11	17	11	66976	55791	0.000254	0.000197
B.1.188	2020-11	17	13	66976	55791	0.000254	0.000233
B.1.177.53	2020-11	16	14	66976	55791	0.000239	0.000251
B.1.160.22	2020-11	16	10	66976	55791	0.000239	0.000179
B.1.237	2020-11	16	10	66976	55791	0.000239	0.000179
B.1.596.1	2020-11	16	11	66976	55791	0.000239	0.000197
BA.1.1	2020-11	16	0	66976	55791	0.000239	0
R.1	2020-11	16	13	66976	55791	0.000239	0.000233
B.1.1.389	2020-11	15	13	66976	55791	0.000224	0.000233
B.1.1.461	2020-11	14	13	66976	55791	0.000209	0.000233
B.1.36.35	2020-11	13	13	66976	55791	0.000194	0.000233
B.1.398	2020-11	14	13	66976	55791	0.000209	0.000233
B.1.405	2020-11	15	13	66976	55791	0.000224	0.000233
B.1.1.244	2020-11	15	6	66976	55791	0.000224	0.000108
B.1.1.322	2020-11	15	7	66976	55791	0.000224	0.000125
B.1.403	2020-11	15	6	66976	55791	0.000224	0.000108
B.1.1.253	2020-11	12	12	66976	55791	0.000179	0.000215
B.1.1.355	2020-11	13	12	66976	55791	0.000194	0.000215
B.1.177.86	2020-11	13	12	66976	55791	0.000194	0.000215
B.1.521	2020-11	14	12	66976	55791	0.000209	0.000215
B.1.1.219	2020-11	14	10	66976	55791	0.000209	0.000179
B.1.397	2020-11	14	10	66976	55791	0.000209	0.000179
B.1.160.11	2020-11	13	11	66976	55791	0.000194	0.000197
B.1.362	2020-11	12	11	66976	55791	0.000179	0.000197
B.1.605	2020-11	8	11	66976	55791	0.000119	0.000197
AY.122	2020-11	13	3	66976	55791	0.000194	5.38e-05
B.1.1.135	2020-11	13	9	66976	55791	0.000194	0.000161
B.1.1.352	2020-11	13	9	66976	55791	0.000194	0.000161
B.1.258.10	2020-11	13	9	66976	55791	0.000194	0.000161
B.1.1.448	2020-11	10	10	66976	55791	0.000149	0.000179
B.1.1.486	2020-11	10	10	66976	55791	0.000149	0.000179
B.1.36.34	2020-11	10	10	66976	55791	0.000149	0.000179
B.1.556	2020-11	12	10	66976	55791	0.000179	0.000179
C.16	2020-11	11	10	66976	55791	0.000164	0.000179
AY.43	2020-11	12	3	66976	55791	0.000179	5.38e-05
B.1.177.71	2020-11	12	7	66976	55791	0.000179	0.000125
B.1.416	2020-11	12	7	66976	55791	0.000179	0.000125
A.23.1	2020-11	11	7	66976	55791	0.000164	0.000125
B.1.1.144	2020-11	11	7	66976	55791	0.000164	0.000125
B.1.146	2020-11	11	8	66976	55791	0.000164	0.000143
B.1.348	2020-11	11	2	66976	55791	0.000164	3.58e-05
B.1.382	2020-11	11	4	66976	55791	0.000164	7.17e-05
B.1.402	2020-11	11	9	66976	55791	0.000164	0.000161
B.1.576	2020-11	11	4	66976	55791	0.000164	7.17e-05
B.1.1.251	2020-11	10	9	66976	55791	0.000149	0.000161
B.1.160.31	2020-11	8	9	66976	55791	0.000119	0.000161
AN.1	2020-11	10	6	66976	55791	0.000149	0.000108
B.1.36.38	2020-11	10	7	66976	55791	0.000149	0.000125
B.1.569	2020-11	10	6	66976	55791	0.000149	0.000108
AM.3	2020-11	9	8	66976	55791	0.000134	0.000143
B.1.1.130	2020-11	7	8	66976	55791	0.000105	0.000143
B.1.240.2	2020-11	9	8	66976	55791	0.000134	0.000143
B.1.438.4	2020-11	9	8	66976	55791	0.000134	0.000143
B.1.524	2020-11	8	8	66976	55791	0.000119	0.000143
B.1.580	2020-11	9	8	66976	55791	0.000134	0.000143
V.2	2020-11	9	8	66976	55791	0.000134	0.000143
B.1.1.305	2020-11	9	7	66976	55791	0.000134	0.000125
B.1.617.2	2020-11	9	2	66976	55791	0.000134	3.58e-05
W.1	2020-11	9	6	66976	55791	0.000134	0.000108
AE.6	2020-11	7	7	66976	55791	0.000105	0.000125
B.1.1.285	2020-11	6	7	66976	55791	8.96e-05	0.000125
B.1.1.302	2020-11	7	7	66976	55791	0.000105	0.000125
B.1.218	2020-11	8	7	66976	55791	0.000119	0.000125
B.1.452	2020-11	8	7	66976	55791	0.000119	0.000125
B.1.560	2020-11	1	7	66976	55791	1.49e-05	0.000125
B.1.1.47	2020-11	8	5	66976	55791	0.000119	8.96e-05
B.1.160.27	2020-11	8	0	66976	55791	0.000119	0
B.1.36.24	2020-11	8	6	66976	55791	0.000119	0.000108
AA.1	2020-11	7	6	66976	55791	0.000105	0.000108
AA.4	2020-11	6	6	66976	55791	8.96e-05	0.000108
AA.7	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.1.113	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.1.209	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.1.239	2020-11	5	6	66976	55791	7.47e-05	0.000108
B.1.1.403	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.1.467	2020-11	4	6	66976	55791	5.97e-05	0.000108
B.1.1.507	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.1.51	2020-11	7	6	66976	55791	0.000105	0.000108
B.1.177.51	2020-11	7	6	66976	55791	0.000105	0.000108
B.1.36.31	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.366	2020-11	6	6	66976	55791	8.96e-05	0.000108
B.1.503	2020-11	1	6	66976	55791	1.49e-05	0.000108
B.1.518	2020-11	7	6	66976	55791	0.000105	0.000108
AA.3	2020-11	7	1	66976	55791	0.000105	1.79e-05
AY.4	2020-11	7	4	66976	55791	0.000105	7.17e-05
B.1.1.174	2020-11	7	5	66976	55791	0.000105	8.96e-05
B.1.1.529	2020-11	7	0	66976	55791	0.000105	0
B.1.111	2020-11	7	5	66976	55791	0.000105	8.96e-05
B.1.258.14	2020-11	7	3	66976	55791	0.000105	5.38e-05
B.1.444	2020-11	7	2	66976	55791	0.000105	3.58e-05
V.1	2020-11	7	5	66976	55791	0.000105	8.96e-05
B.1.1.405	2020-11	4	5	66976	55791	5.97e-05	8.96e-05
B.1.1.512	2020-11	5	5	66976	55791	7.47e-05	8.96e-05
B.1.1.54	2020-11	5	5	66976	55791	7.47e-05	8.96e-05
B.1.177.28	2020-11	5	5	66976	55791	7.47e-05	8.96e-05
B.1.177.83	2020-11	5	5	66976	55791	7.47e-05	8.96e-05
B.1.281	2020-11	6	5	66976	55791	8.96e-05	8.96e-05
B.1.315	2020-11	5	5	66976	55791	7.47e-05	8.96e-05
B.1.36.29	2020-11	6	5	66976	55791	8.96e-05	8.96e-05
B.1.385	2020-11	2	5	66976	55791	2.99e-05	8.96e-05
B.1.469	2020-11	5	5	66976	55791	7.47e-05	8.96e-05
B.1.497	2020-11	3	5	66976	55791	4.48e-05	8.96e-05
B.1.606	2020-11	6	5	66976	55791	8.96e-05	8.96e-05
M.3	2020-11	6	5	66976	55791	8.96e-05	8.96e-05
AC.1	2020-11	6	3	66976	55791	8.96e-05	5.38e-05
AH.3	2020-11	6	4	66976	55791	8.96e-05	7.17e-05
B.1.1.176	2020-11	6	0	66976	55791	8.96e-05	0
B.1.1.258	2020-11	6	4	66976	55791	8.96e-05	7.17e-05
B.1.1.351	2020-11	6	3	66976	55791	8.96e-05	5.38e-05
B.1.1.376	2020-11	6	4	66976	55791	8.96e-05	7.17e-05
B.1.177.62	2020-11	6	2	66976	55791	8.96e-05	3.58e-05
B.1.177.85	2020-11	6	4	66976	55791	8.96e-05	7.17e-05
B.1.406	2020-11	6	0	66976	55791	8.96e-05	0
C.36.2	2020-11	6	4	66976	55791	8.96e-05	7.17e-05
AY.125	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
B.1.1.272	2020-11	5	0	66976	55791	7.47e-05	0
B.1.1.413	2020-11	5	2	66976	55791	7.47e-05	3.58e-05
B.1.1.425	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
B.1.179	2020-11	5	1	66976	55791	7.47e-05	1.79e-05
B.1.189	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
B.1.258.17	2020-11	5	3	66976	55791	7.47e-05	5.38e-05
B.1.350	2020-11	5	2	66976	55791	7.47e-05	3.58e-05
B.1.438	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
B.1.478	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
B.1.507	2020-11	5	3	66976	55791	7.47e-05	5.38e-05
C.23	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
G.1	2020-11	5	4	66976	55791	7.47e-05	7.17e-05
N.9	2020-11	5	3	66976	55791	7.47e-05	5.38e-05
A	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.1.187	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.1.344	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.1.418	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.1.441	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.1.519	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.1.57	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.177.12	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.177.32	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.340	2020-11	3	4	66976	55791	4.48e-05	7.17e-05
B.1.362.1	2020-11	3	4	66976	55791	4.48e-05	7.17e-05
B.1.420	2020-11	3	4	66976	55791	4.48e-05	7.17e-05
B.1.421	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.441	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.587	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
B.1.9.5	2020-11	3	4	66976	55791	4.48e-05	7.17e-05
C.1	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
C.36	2020-11	4	4	66976	55791	5.97e-05	7.17e-05
AH.2	2020-11	4	2	66976	55791	5.97e-05	3.58e-05
AY.126	2020-11	4	1	66976	55791	5.97e-05	1.79e-05
B.1.1.315	2020-11	4	2	66976	55791	5.97e-05	3.58e-05
B.1.1.392	2020-11	4	3	66976	55791	5.97e-05	5.38e-05
B.1.1.404	2020-11	4	2	66976	55791	5.97e-05	3.58e-05
B.1.1.72	2020-11	4	3	66976	55791	5.97e-05	5.38e-05
B.1.177.35	2020-11	4	3	66976	55791	5.97e-05	5.38e-05
B.1.36.20	2020-11	4	2	66976	55791	5.97e-05	3.58e-05
B.1.36.22	2020-11	4	3	66976	55791	5.97e-05	5.38e-05
B.1.428.2	2020-11	4	3	66976	55791	5.97e-05	5.38e-05
B.1.601	2020-11	4	3	66976	55791	5.97e-05	5.38e-05
AE.7	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.1.193	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.1.243	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.1.373	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.1.375	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.147	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.164	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.320	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
B.1.400.1	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
P.7	2020-11	3	3	66976	55791	4.48e-05	5.38e-05
A.23	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
AY.42	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
B.1.1.177	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.1.242	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.1.354	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.149	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.199	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.213	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.221.3	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
B.1.318	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
B.1.393	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.467	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
B.1.470	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.574	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
B.1.78	2020-11	3	0	66976	55791	4.48e-05	0
B.1.9.4	2020-11	3	0	66976	55791	4.48e-05	0
B.4.8	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
BA.1	2020-11	3	0	66976	55791	4.48e-05	0
C.17	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
C.18	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
C.5	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
D.2	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
M.2	2020-11	3	1	66976	55791	4.48e-05	1.79e-05
N.8	2020-11	3	2	66976	55791	4.48e-05	3.58e-05
AE.2	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
AE.4	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.10	2020-11	1	2	66976	55791	1.49e-05	3.58e-05
B.1.1.133	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.159	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.217	2020-11	1	2	66976	55791	1.49e-05	3.58e-05
B.1.1.218	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.27	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.273	2020-11	0	2	66976	55791	0	3.58e-05
B.1.1.288	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.306	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.347	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.358	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.459	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.1.482	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.177.41	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.293	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.36.26	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.428	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.451	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
B.1.526	2020-11	1	2	66976	55791	1.49e-05	3.58e-05
B.1.544	2020-11	1	2	66976	55791	1.49e-05	3.58e-05
B.1.575	2020-11	2	2	66976	55791	2.99e-05	3.58e-05
